Team,Season,gameId,OpposingTeam,gameDate,home_or_away,situation,corsiPercentage,fenwickPercentage,xGoalsFor,shotsOnGoalFor,blockedShotAttemptsFor,goalsFor,savedShotsOnGoalFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,xGoalsAgainst,shotsOnGoalAgainst,blockedShotAttemptsAgainst,goalsAgainst,savedShotsOnGoalAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,powerPlayxGoalsFor,powerPlayxGoalsAgainst,shortHandedxGoalsAgainst,otherxGoalsFor,otherxGoalsAgainst,shortHandedxGoalsFor,fiveOnFivexGoalsFor,fiveOnFivexGoalsAgainst,fiveOnfiveFenwickPercentage,fiveOnfiveCorsiPercentage,last_10_avg_xgoals_for,last_10_avg_xgoals_against,result,home_away,last_10_avg_goals_for,last_10_avg_goals_against,opp_last_10_goals_for,opp_last_10_goals_against,opp_last_10_xgoals_against,opp_last_10_xgoals_for
OTT,2024,2024020537,VAN,20241221,AWAY,all,0.4818,0.5,2.331,22,13,5,17,6,31,13,1,13,30,8,2,0.749,1.07,0.512,1,4,0,2.866,25,17,4,21,10,21,28,3,9,29,6,5,0.806,0.758,1.302,1,0,3,0.213,0.027,0.274,0.053,0.029,0.111,1.954,2.535,0.4516,0.4516,3.0100000000000002,2.9946,1,0,2.9,1.9,2.8,2.9,3.0389,2.8683
OTT,2024,2024020544,EDM,20241222,AWAY,all,0.604,0.5147,1.946,21,26,1,20,12,29,16,5,13,28,4,3,0.722,0.484,0.74,0,0,1,3.919,21,7,3,18,4,19,11,7,18,18,10,5,0.672,1.137,2.11,1,0,2,0.042,0.28,2.1,0.891,0.061,0.121,0.892,1.478,0.5238,0.5238,3.0774,3.0532,0,0,3.2,1.8,4,2.2,2.5509,3.3353
OTT,2024,2024020574,WPG,20241228,AWAY,all,0.5703,0.5699,6.517,35,20,2,33,6,28,21,5,4,35,8,10,0.737,1.064,4.716,0,0,2,4.579,23,15,4,19,8,18,15,8,9,22,9,9,0.549,1.238,2.793,2,2,0,3.217,0.347,1.385,0.921,0.373,0.347,2.033,2.474,0.5507,0.5507,2.9013,3.0242999999999998,0,0,3,1.8,3.8,2.2,2.9157,3.2420999999999998
OTT,2024,2024020583,MIN,20241229,AWAY,all,0.5476,0.5474,4.456,37,17,3,34,11,31,18,5,9,40,5,7,1.102,0.646,2.707,0,0,3,2.118,31,14,1,30,11,32,26,6,16,36,5,2,1.128,0.509,0.481,0,1,0,0.637,0.093,0.313,0.617,0.237,0,3.202,1.475,0.5789,0.5789,3.3281,3.1835,1,0,3,2.1,2.1,3.7,2.8114,2.4569
OTT,2024,2024020608,DAL,20250102,AWAY,all,0.4202,0.3919,1.31,13,21,2,11,10,28,29,1,6,24,4,1,0.612,0.492,0.207,1,1,0,4.254,25,24,4,21,8,42,11,7,13,28,13,4,0.766,1.671,1.816,1,3,0,0.063,0.088,1.154,0.122,1.58,0.181,0.944,1.432,0.434,0.434,3.4282000000000004,3.0448999999999997,0,0,3,2.1,3,2.4,2.4472,3.7943
OTT,2024,2024020617,STL,20250103,AWAY,all,0.4444,0.4342,1.393,20,15,0,20,7,26,27,2,12,27,4,2,0.533,0.371,0.489,0,0,0,2.941,25,17,4,21,7,29,16,5,18,30,8,5,0.911,0.771,1.259,1,2,1,0.03,0,0.204,0,0,0,1.363,2.737,0.4286,0.4286,3.2621,3.0618,0,0,3,2.1,2.9,2.7,2.8506,2.4898
OTT,2024,2024020642,DET,20250107,AWAY,all,0.4962,0.4787,2.698,33,20,2,31,6,28,28,10,16,34,8,3,0.812,0.937,0.949,1,0,1,3.175,33,17,3,30,4,35,18,4,13,36,10,3,0.98,1.461,0.734,0,1,2,0.4,0,0.454,0.082,0.382,0,2.216,2.338,0.4815,0.4815,3.0402,3.1953,0,0,2.5,2.4,3.3,3.4,2.8007999999999997,3.3118000000000003
OTT,2024,2024020654,BUF,20250109,HOME,all,0.6571,0.6667,3.209,35,15,0,35,15,40,27,5,15,40,13,1,1.082,1.726,0.4,0,0,0,3.498,21,9,4,17,15,25,21,4,12,15,7,5,0.477,0.882,2.139,1,3,0,0.634,0.444,1.286,0.102,0.519,0.189,2.284,1.249,0.7213,0.7213,3.0377,3.2458,0,1,2.4,2.7,3.3,3.6,2.9948,2.6696999999999997
OTT,2024,2024020671,PIT,20250111,AWAY,all,0.4151,0.4231,2.715,22,11,5,17,20,22,27,4,10,26,3,4,0.665,0.451,1.599,2,0,3,3.18,29,17,0,29,14,23,30,3,11,30,11,4,0.62,1.316,1.243,0,0,0,1.185,0,1.461,0.454,0,0.214,0.862,1.719,0.3393,0.3393,3.0354,3.3707000000000003,1,0,2.1,2.9,3.3,3.4,3.5412,2.9091
OTT,2024,2024020685,DAL,20250112,HOME,all,0.5405,0.5476,4.172,27,14,3,24,8,39,24,2,18,30,11,5,1.038,1.299,1.835,0,2,1,2.292,26,13,2,24,6,28,9,3,22,32,4,2,0.888,0.495,0.908,0,1,1,0.335,0.043,0.053,1.315,0.71,0,2.523,1.485,0.5538,0.5538,2.9181,3.4362000000000004,1,1,2.3,2.9,3.2,2.1,2.5223,3.9637000000000002
OTT,2024,2024020699,NYI,20250114,AWAY,all,0.4746,0.5132,2.879,27,17,2,25,7,24,26,9,11,27,9,3,0.792,1.071,1.016,0,0,2,1.268,24,25,0,24,7,37,22,9,12,35,2,0,1.056,0.212,0,0,0,0,0.11,0,0.073,0.451,0.046,0,2.318,1.15,0.4928,0.4928,3.0747,3.2822000000000005,1,0,2.3,2.9,2.8,3,3.0722,3.0776
OTT,2024,2024020708,WSH,20250116,HOME,all,0.5288,0.4932,2.074,24,19,0,24,6,19,20,5,14,28,6,2,0.787,0.662,0.625,0,0,0,2.282,26,12,1,25,10,21,25,3,17,27,8,2,0.663,1.129,0.491,1,0,0,0.582,0.058,0.077,0.096,0.367,0,1.395,1.78,0.5283,0.5283,3.1295,3.1224,0,1,2,2.5,3.4,2.2,3.3610999999999995,3.2438000000000002
OTT,2024,2024020723,BOS,20250118,HOME,all,0.6486,0.6569,4.181,44,29,5,39,17,37,28,6,18,49,15,3,1.553,1.764,0.864,3,1,1,4.084,28,17,5,23,15,33,29,6,18,24,5,6,0.564,0.737,2.783,2,1,2,0.95,0,2.238,0.681,0.18,0.146,2.404,1.666,0.6338,0.6338,3.1423,2.9587,0,1,1.9,2.3,2.7,3.5,3.9887,2.7882000000000002
OTT,2024,2024020737,NJD,20250119,AWAY,all,0.451,0.4521,1.402,20,13,2,18,2,20,24,6,11,27,6,0,0.73,0.672,0,2,0,0,2.295,26,16,1,25,6,23,18,5,13,29,9,2,0.694,1.092,0.509,0,1,0,0.049,0.007,0.402,0,0.076,0,1.353,1.81,0.4677,0.4677,2.9087,2.9092,1,0,2.2,2.4,1.9,2.9,3.2958,3.2412
OTT,2024,2024020750,NYR,20250121,AWAY,all,0.5,0.4789,1.576,20,19,0,20,14,24,23,6,15,30,2,2,0.607,0.333,0.636,0,0,0,2.749,29,16,5,24,10,29,19,2,19,25,9,3,0.648,1.088,1.013,2,2,1,0.008,0,0.433,0,0.677,0,1.568,1.639,0.5161,0.5161,2.6033,2.9269,0,0,2.1,2.4,3.2,2.9,3.2833999999999994,3.5729999999999995
OTT,2024,2024020761,BOS,20250123,AWAY,all,0.4966,0.5208,2.255,29,23,0,29,4,24,20,10,14,44,4,2,1.234,0.568,0.453,0,0,0,4.883,26,28,2,24,8,19,27,10,17,26,13,7,0.746,1.702,2.436,0,1,1,0.164,0.025,0.838,0.61,0.697,0.109,1.373,3.323,0.4571,0.4571,2.6299,2.7763999999999998,0,0,1.9,2.5,3.2,3.9,3.9249,3.1199
OTT,2024,2024020780,TOR,20250125,HOME,all,0.4273,0.4231,2.237,23,14,2,21,4,24,24,5,17,24,7,2,0.826,0.932,0.479,0,2,0,2.754,29,18,1,28,6,27,19,3,21,34,7,4,0.902,0.823,1.029,0,1,0,0.281,0,0.013,0.233,0.175,0,1.723,2.566,0.3971,0.3971,2.7161,2.9706,1,1,1.9,2.3,3.3,3.5,3.4701,2.9966
OTT,2024,2024020790,UTA,20250126,HOME,all,0.4071,0.4524,2.917,27,8,3,24,6,26,18,6,14,26,9,3,0.919,1.025,0.973,2,0,1,2.96,35,21,1,34,6,29,18,2,23,34,8,4,0.884,1.073,1.004,1,0,0,0.285,0.052,0.006,0.578,1.131,0.161,1.894,1.772,0.4531,0.4531,2.67,2.9285,1,1,1.9,2.1,2.7,2.9,3.2066000000000003,2.9773
OTT,2024,2024020814,WSH,20250130,HOME,all,0.4587,0.4884,2.762,34,8,5,29,12,31,19,4,15,33,6,3,1.102,0.818,0.842,2,2,1,3.795,35,15,4,31,6,23,20,10,10,31,7,6,0.776,0.914,2.105,1,1,2,0.718,0.151,1.236,0.339,0.054,0.325,1.38,2.353,0.4627,0.4627,2.6407999999999996,2.8747,1,1,2.2,1.8,2.6,1.1,2.8386,3.2430999999999996
OTT,2024,2024020828,MIN,20250201,HOME,all,0.6903,0.759,4.382,52,15,6,46,10,41,19,3,6,42,16,5,1.296,1.674,1.413,3,2,1,0.907,16,15,0,16,21,17,26,2,19,18,2,0,0.573,0.334,0,0,0,0,1.69,0.053,0.035,0.595,0.211,0.039,2.059,0.608,0.7547,0.7547,2.6454999999999997,2.9362,1,1,2.2,2.2,2.7,2.9,3.0807,2.7163
OTT,2024,2024020844,NSH,20250203,AWAY,all,0.5804,0.5909,4.743,39,13,5,34,4,29,20,4,18,35,11,6,1.107,1.392,2.243,2,1,2,2.494,27,11,2,25,12,26,31,4,12,27,5,4,0.731,0.654,1.109,0,2,0,1.453,0.155,0.404,0.392,0.465,0.081,2.817,1.47,0.5833,0.5833,2.6665,2.7977,1,0,2.5,2,3.3,3.6,3.0662,3.7771999999999997
OTT,2024,2024020847,TBL,20250204,AWAY,all,0.381,0.3617,2.744,28,14,3,25,8,36,13,3,10,26,5,3,0.761,0.6,1.382,2,0,1,5.205,38,18,4,34,4,22,17,5,5,41,12,7,1.37,1.423,2.412,2,1,1,0.941,0,0.926,0.066,1.188,0,1.736,3.09,0.359,0.359,2.8529,2.9203,0,0,2.8,2.2,2.5,3,3.1074,4.115
WSH,2022,2022020005,BOS,20221012,HOME,all,0.5641,0.5476,2.756,35,20,2,33,6,22,48,7,17,33,11,2,1.047,1.218,0.491,0,2,0,3.137,30,13,5,25,8,37,32,6,8,28,6,4,0.747,0.688,1.702,1,1,3,0.504,0.041,0.923,0.448,0.245,0.099,1.705,1.928,0.5484,0.5484,,,0,1,,,,,,
WSH,2022,2022020015,TOR,20221013,AWAY,all,0.5207,0.4842,1.717,26,17,2,24,6,26,33,10,14,40,5,1,0.905,0.589,0.222,2,0,0,4.818,39,9,3,36,10,30,37,10,15,26,15,8,0.805,1.805,2.209,1,1,1,0.057,0.748,1.393,0.038,0.393,0.069,1.552,2.284,0.4776,0.4776,2.756,3.137,0,0,2,5,3,4,2.52,2.605
WSH,2022,2022020029,MTL,20221015,HOME,all,0.5508,0.5422,4.881,29,20,3,26,13,23,26,10,10,27,9,9,0.837,1.006,3.038,0,1,2,1.996,22,15,1,21,13,34,21,7,14,32,5,1,0.859,0.675,0.462,0,1,0,1.906,0,0.515,0.985,0.024,0.41,1.58,1.457,0.4833,0.4833,2.2365,3.9775,1,1,2,4,2,3,4.2495,1.6400000000000001
WSH,2022,2022020043,VAN,20221017,HOME,all,0.4775,0.4634,3.371,30,15,6,24,4,30,37,11,7,25,7,6,0.782,0.892,1.697,2,3,1,2.968,30,14,4,26,6,28,34,7,8,35,5,4,1.027,0.584,1.357,0,2,2,0.604,0,0.495,0.066,0.365,0,2.701,2.108,0.4648,0.4648,3.118,3.317,1,1,2.3333333333333335,3,2.5,4,3.3015,2.4025
WSH,2022,2022020065,OTT,20221020,AWAY,all,0.4098,0.427,3.139,24,12,2,22,15,19,24,3,6,29,6,3,0.773,0.681,1.685,0,0,2,5.619,44,21,5,39,13,34,28,4,17,30,14,7,1.043,1.597,2.979,0,1,4,0.572,0,0.993,1.416,1.605,0,1.151,3.021,0.3788,0.3788,3.18125,3.22975,0,0,3.25,3.25,3.3333333333333335,4,3.518666666666667,3.158333333333333
WSH,2022,2022020079,LAK,20221022,HOME,all,0.5546,0.5714,2.775,32,18,4,28,2,20,32,6,9,35,11,2,1.019,1.24,0.515,4,0,0,2.137,26,17,3,23,6,36,16,8,9,27,6,3,0.767,0.657,0.712,0,1,2,0.6,0.009,0,0,0.229,0,2.174,1.899,0.5714,0.5714,3.1728,3.7076000000000002,1,1,3,3.6,3.3333333333333335,4.5,3.3938333333333333,3.0868333333333333
WSH,2022,2022020093,NJD,20221024,AWAY,all,0.3874,0.3636,2.173,22,11,6,16,8,33,31,3,6,25,5,2,0.722,0.715,0.735,3,2,1,4.86,41,12,3,38,6,34,13,5,8,28,24,4,0.872,2.79,1.198,0,1,2,0.545,0,0.95,0,0,0.378,1.25,3.91,0.3478,0.3478,3.1065,3.4458333333333333,1,0,3.1666666666666665,3.5,2.8,2.8,2.0916,4.0196
WSH,2022,2022020117,DAL,20221027,AWAY,all,0.5179,0.5185,3.255,27,16,0,27,8,18,21,10,4,30,8,4,0.697,1.002,1.556,0,0,0,2.824,27,15,2,25,8,39,10,6,10,26,11,2,0.651,1.384,0.79,0,2,0,0.047,0.133,0.228,1.531,0.562,0.102,1.576,1.902,0.4688,0.4688,2.9731428571428573,3.6478571428571427,0,0,3.5714285714285716,3.4285714285714284,3.2857142857142856,2.142857142857143,3.374142857142857,3.709857142857143
WSH,2022,2022020136,NSH,20221029,AWAY,all,0.5038,0.5049,4.689,35,14,3,32,8,24,28,7,5,36,10,6,1.239,1.268,2.182,0,1,2,4.725,34,14,0,34,4,38,36,8,4,31,15,5,1.196,1.901,1.628,0,0,0,0.096,0.161,0.872,1.045,0.544,0.027,3.521,3.148,0.5405,0.5405,3.008375,3.5448749999999998,1,0,3.125,3.25,2.75,3.125,3.53125,3.46725
WSH,2022,2022020145,CAR,20221031,AWAY,all,0.3084,0.325,1.935,20,7,2,18,16,27,32,4,6,19,5,2,0.59,0.509,0.837,0,0,2,4.148,35,20,2,33,12,33,21,8,9,33,18,3,1.005,2.125,1.018,0,1,1,0.532,0.157,2.202,0.198,0.591,0.068,1.137,1.198,0.4318,0.4318,3.1951111111111112,3.6759999999999997,0,0,3.111111111111111,2.888888888888889,3.25,2.875,2.50675,3.424
WSH,2022,2022020150,VGK,20221101,HOME,all,0.4615,0.4559,1.453,21,23,2,19,6,34,27,9,5,26,4,1,0.781,0.447,0.225,1,1,0,2.383,31,26,3,28,6,24,27,8,7,29,6,2,0.924,0.717,0.742,1,1,1,0.169,0.015,0.521,0.088,0.314,0,1.197,1.533,0.4828,0.4828,3.0690999999999997,3.7232,0,1,3,2.8,3.2,1.7,2.4754,3.7430999999999996
WSH,2022,2022020164,DET,20221103,AWAY,all,0.6,0.5513,1.982,34,20,1,33,8,35,19,4,8,35,7,1,0.853,0.847,0.282,0,1,0,2.933,26,7,3,23,10,20,25,3,9,26,6,3,0.675,0.921,1.336,0,1,2,0.112,0,0.558,0,0.896,0,1.87,1.48,0.5484,0.5484,2.9388,3.6478,0,0,3,2.6,3.111111111111111,3.5555555555555554,2.8863333333333334,2.928888888888889
WSH,2022,2022020178,ARI,20221105,HOME,all,0.5882,0.5843,3.58,36,18,2,34,4,32,24,8,10,37,11,4,1.249,1.138,1.193,2,0,0,2.279,26,12,3,23,6,25,20,12,7,30,5,2,0.769,0.684,0.826,1,0,2,0.537,0,0.083,0.315,0,0,2.728,2.196,0.5833,0.5833,2.9653,3.4593,0,1,2.9,2.6,2.8,4.3,4.4025,2.3442
WSH,2022,2022020195,EDM,20221107,HOME,all,0.541,0.5222,3.113,31,19,5,26,4,36,15,6,9,32,13,2,0.887,1.726,0.499,2,2,1,2.872,29,13,4,25,12,33,21,5,7,31,9,3,0.938,1.169,0.766,0,3,1,0.675,0.062,0.017,0.484,0.551,0.01,1.944,2.242,0.4861,0.4861,2.8352,3.4875999999999996,1,1,2.8,2.8,3.8,3.5,3.614,3.6137
WSH,2022,2022020208,PIT,20221109,HOME,all,0.5085,0.5,2.502,25,19,1,24,11,26,36,9,7,30,9,2,0.961,1.047,0.494,0,0,1,2.968,28,17,4,24,13,27,32,16,9,28,11,2,0.71,1.411,0.847,2,1,1,0.299,0.258,0.064,0,0.632,0.119,2.084,2.015,0.5156,0.5156,2.8094,3.478,0,1,2.7,2.8,3,4,3.5827,3.3649999999999998
WSH,2022,2022020222,TBL,20221111,HOME,all,0.4962,0.4762,3.428,24,25,5,19,28,17,13,9,7,22,14,4,0.626,1.54,1.262,0,3,2,2.183,29,22,1,28,31,28,15,7,5,36,6,2,0.803,0.781,0.599,1,0,0,0.866,0.021,0.294,0.022,0,0,2.54,1.868,0.5345,0.5345,2.7457000000000003,3.2129,1,1,2.6,2.7,3.4,2.9,3.164,3.7878
WSH,2022,2022020242,TBL,20221113,AWAY,all,0.4,0.4,1.8,22,10,3,19,20,35,45,17,11,29,3,2,0.855,0.289,0.655,1,1,1,3.956,35,15,6,29,22,29,39,24,12,35,13,3,1.13,1.642,1.184,3,1,2,0.049,0.143,0.623,0.058,0.684,0,1.693,2.507,0.403,0.403,2.811,3.2175,0,0,2.7,2.5,3.3,3.1,3.1999000000000004,3.5561
WSH,2022,2022020253,FLA,20221115,AWAY,all,0.5455,0.5545,2.924,43,17,2,41,4,33,24,4,10,52,6,3,1.176,0.852,0.896,1,0,1,4.048,43,16,5,38,12,27,23,9,11,35,10,4,0.934,1.463,1.652,0,2,3,0.156,0.35,0.485,0.288,1.165,0,2.48,2.047,0.5256,0.5256,2.7737,3.1270999999999995,0,0,2.4,2.8,3.1,3.1,3.3357,4.6960999999999995
WSH,2022,2022020269,STL,20221117,AWAY,all,0.6565,0.6667,4.474,51,16,4,47,8,24,17,5,1,51,15,4,1.354,1.9,1.22,1,1,2,2.507,24,10,4,20,8,44,14,9,6,22,12,1,0.708,1.515,0.284,2,2,0,0.075,0.406,0.301,1.034,0.584,0.129,3.235,1.216,0.7143,0.7143,2.7405999999999997,3.2495,0,0,2.6,3.1,2.7,4,3.3915999999999995,3.0370999999999997
WSH,2022,2022020278,COL,20221119,HOME,all,0.4758,0.4607,2.247,32,18,0,32,6,32,23,16,6,33,6,2,0.917,0.755,0.575,0,0,0,3.613,29,17,4,25,4,22,22,9,10,35,9,4,1.21,1.045,1.358,0,1,3,0.124,0.011,0.043,0.04,0.718,0,2.083,2.841,0.5,0.5,2.7191,3.0277000000000003,0,1,2.7,3.5,3.4,2.3,3.3848999999999996,3.0204999999999997
WSH,2022,2022020312,PHI,20221123,HOME,all,0.5667,0.5714,3.663,32,20,3,29,8,30,30,11,11,32,11,5,1.033,1.319,1.311,1,1,1,1.502,23,16,2,21,6,22,35,4,8,30,4,2,0.656,0.406,0.439,1,1,0,1.171,0.024,0.035,0.201,0,0.304,1.987,1.443,0.5167,0.5167,2.7503,2.9742,1,1,2.5,3.7,2.4,3.9,3.8465000000000003,2.879
WSH,2022,2022020319,CGY,20221125,HOME,all,0.487,0.4815,2.657,25,17,3,22,4,31,36,15,10,25,12,2,0.654,1.474,0.529,0,3,0,2.425,32,17,0,32,4,31,28,7,9,34,5,3,0.763,0.676,0.986,0,0,0,0.904,0,0.063,0,0,0.006,1.747,2.362,0.4478,0.4478,2.9713000000000003,2.8861,1,1,2.6,3.6,2.9,3.2,3.2546,2.918
WSH,2022,2022020336,NJD,20221126,AWAY,all,0.6807,0.618,3.182,38,26,1,37,8,25,11,6,5,44,9,2,1.282,1.072,0.828,0,0,1,2.49,29,4,5,24,10,27,11,12,9,25,7,2,0.829,0.852,0.81,3,1,1,0.767,0,1.026,0,0.034,0.314,2.102,1.431,0.5797,0.5797,3.0387999999999997,2.8352999999999997,0,0,2.8,3.3,3.7,1.9,2.5843,3.8223
WSH,2022,2022020359,VAN,20221129,AWAY,all,0.4712,0.4691,4.221,28,11,5,23,6,23,13,7,1,21,11,6,0.451,1.374,2.396,2,0,3,2.271,32,12,1,31,2,26,18,2,4,36,4,3,0.947,0.479,0.844,0,0,1,0.023,0,0.796,1.277,0.251,0,2.92,1.223,0.5075,0.5075,2.9989999999999997,2.8564,1,0,2.7,3.5,3.8,3.4,3.3352000000000004,2.6936
WSH,2022,2022020374,SEA,20221201,AWAY,all,0.3964,0.4545,2.473,23,9,2,21,9,31,21,7,7,21,13,1,0.433,1.436,0.603,1,0,1,2.586,25,25,3,22,13,23,26,11,6,37,3,2,1.194,0.33,1.062,0,1,2,0.7,0,0.568,0,0.127,0.016,1.756,1.891,0.371,0.371,3.1098,2.7963,0,0,2.7,3.2,4.2,3,3.0725000000000002,3.1502
WSH,2022,2022020390,CGY,20221203,AWAY,all,0.4016,0.4239,1.866,29,10,2,27,6,34,24,6,4,35,3,1,0.978,0.41,0.479,1,0,1,3.366,36,20,5,31,8,27,22,7,11,45,6,2,1.5,0.673,1.193,3,1,1,0.55,0.059,0.325,0.208,0.94,0,1.108,2.042,0.3896,0.3896,3.1069,2.7580999999999998,0,0,2.8,3.1,2.9,2.8,2.9889,2.9861
WSH,2022,2022020400,EDM,20221205,AWAY,all,0.5725,0.598,3.394,50,14,3,47,2,29,27,7,10,50,7,4,1.117,0.854,1.422,0,2,1,2.091,30,15,2,28,6,27,19,7,19,35,4,2,1.03,0.52,0.541,1,0,1,0.905,0.494,0.04,0,0,0.054,2.434,1.557,0.5195,0.5195,2.9507000000000003,2.8764,1,0,2.5,3.5,3.2,3.4,2.6252000000000004,2.9951
WSH,2022,2022020413,PHI,20221207,AWAY,all,0.5128,0.4419,4.217,27,22,4,23,6,30,20,9,8,25,8,5,0.585,1.066,2.567,0,1,3,2.192,30,9,1,29,8,26,33,3,4,39,9,0,1.199,0.993,0,1,0,0,0.759,0.018,0.605,1.349,0.095,0,2.109,1.474,0.4262,0.4262,3.1101,2.6899,1,0,2.5,3.1,2.3,3.6,3.2956000000000003,2.3686
WSH,2022,2022020427,SEA,20221209,HOME,all,0.5345,0.6047,5.327,38,10,4,34,4,25,19,4,4,31,13,8,1.084,1.57,2.673,0,1,3,1.426,26,20,1,25,9,19,29,12,1,30,3,1,0.666,0.349,0.411,1,0,0,0.873,0.026,0.074,1.081,0.052,0,3.373,1.274,0.6308,0.6308,3.2394,2.5042999999999997,1,1,2.7,2.7,4,3.7,3.2557,3.2201999999999997
WSH,2022,2022020446,WPG,20221211,AWAY,all,0.5043,0.5422,4.279,36,13,5,31,6,27,12,2,9,32,8,5,0.88,0.959,2.441,2,0,3,3.24,31,19,2,29,4,25,15,9,9,22,13,3,0.867,1.528,0.846,0,2,0,1.15,0,0.586,1.154,0,0.013,1.961,2.654,0.5231,0.5231,3.3247,2.3962,1,0,2.7,2.4,4.1,2.6,3.1757999999999997,3.3609
WSH,2022,2022020463,CHI,20221213,AWAY,all,0.55,0.5294,3.748,30,21,7,23,6,16,16,11,7,32,7,6,0.779,0.816,2.153,2,0,5,3.459,29,14,3,26,2,25,25,10,7,25,8,7,0.8,0.785,1.874,0,0,3,0.923,0,1.516,0,0,0,2.825,1.943,0.6212,0.6212,3.5279,2.3588999999999998,1,0,3.2,2.2,2.2,4.2,3.5412,2.6248
WSH,2022,2022020471,DAL,20221215,HOME,all,0.5887,0.602,3.305,46,14,1,45,4,34,23,10,6,46,10,3,1.46,1.06,0.786,0,1,0,2.821,26,12,2,24,4,30,15,2,5,29,7,3,0.597,0.726,1.499,1,0,1,0.302,0.009,0.975,0.632,0.314,0.009,2.362,1.524,0.5974,0.5974,3.5363999999999995,2.5545999999999998,0,1,3.6,2.3,3.1,2.7,2.3724,3.5507
WSH,2022,2022020491,TOR,20221217,HOME,all,0.3729,0.3778,2.702,28,10,5,23,4,17,37,5,9,21,11,2,0.668,1.535,0.499,3,2,0,3.197,36,18,2,34,4,26,17,5,9,39,16,1,1.133,1.732,0.333,2,0,0,0.071,0.141,0.027,0,0,0.129,2.502,3.029,0.3951,0.3951,3.6012,2.5942,1,1,3.4,2.5,4,1.8,2.832,3.4784999999999995
WSH,2022,2022020503,DET,20221219,HOME,all,0.6218,0.6818,3.059,42,14,4,38,8,26,17,11,8,45,14,1,1.358,1.49,0.21,2,1,1,2.647,19,17,3,16,6,21,24,11,7,21,4,3,0.648,0.508,1.492,1,1,1,0.478,0,1.513,0.202,0.193,0,2.378,0.941,0.7042,0.7042,3.5531999999999995,2.6649000000000003,1,1,3.8,2.2,2.2,3.5,3.592,2.8576
WSH,2022,2022020528,OTT,20221222,AWAY,all,0.5238,0.5882,4.198,40,16,3,37,12,26,14,1,12,34,12,4,1.049,1.437,1.712,0,1,2,2.197,25,25,2,23,6,33,30,8,14,27,8,0,1.15,1.047,0,1,1,0,0.481,0,0.821,0.293,0.164,0.131,3.293,1.212,0.6333,0.6333,3.437,2.7025,1,0,3.7,2.4,3.1,2.9,3.224,3.5959000000000003
WSH,2022,2022020537,WPG,20221223,HOME,all,0.5143,0.5205,4.041,27,16,4,23,4,31,18,7,8,24,9,5,0.805,1.123,2.113,1,1,2,2.73,26,16,1,25,8,25,30,8,8,23,8,4,0.627,1.005,1.097,0,0,1,0.25,0.079,0.079,1.408,0.178,0.008,2.375,2.394,0.5439,0.5439,3.6094999999999997,2.6635999999999997,1,1,3.8,2.3,3.6,2.5,3.2232,3.2237999999999998
WSH,2022,2022020549,NYR,20221227,AWAY,all,0.3661,0.3956,3.533,30,5,4,26,10,30,19,7,7,28,5,3,0.91,0.506,2.116,0,1,3,3.315,32,16,0,32,4,24,18,11,14,42,11,2,1.544,1.251,0.52,0,0,0,0.027,0.031,1.616,1.788,0.278,0.01,1.708,1.39,0.4754,0.4754,3.8270000000000004,2.6,1,0,4,1.9,4.1,2.5,2.6853000000000002,2.7478000000000002
WSH,2022,2022020566,OTT,20221229,HOME,all,0.4016,0.3646,1.82,23,14,3,20,4,25,36,10,15,26,9,0,0.777,1.042,0,1,2,0,3.46,45,12,4,41,4,29,36,14,0,46,12,3,1.372,1.45,0.638,1,2,1,0.261,0.146,0.028,0.295,0.302,0.069,1.194,2.984,0.3457,0.3457,3.8409,2.7224,0,1,4.1,1.7,2.7,3,3.0657,3.3707000000000003
WSH,2022,2022020580,MTL,20221231,HOME,all,0.5276,0.5408,4.742,40,14,9,31,8,31,24,5,9,34,12,7,1.388,1.671,1.683,2,5,2,3.305,33,15,2,31,12,30,22,11,7,29,14,2,0.868,1.73,0.707,0,1,1,0.588,0.068,0.007,0.277,0.911,0,3.878,2.319,0.5325,0.5325,3.6012,2.8492,1,1,4,2,1.7,3.7,4.0549,2.4334
WSH,2022,2022020599,BUF,20230103,HOME,all,0.5182,0.5529,3.587,32,10,4,28,6,43,39,4,12,33,11,3,1.226,1.473,0.887,2,1,1,2.544,29,15,5,24,2,19,21,5,8,28,8,2,0.883,0.921,0.74,1,2,2,0.321,0,0.56,0.233,0.243,0,3.033,1.741,0.5556,0.5556,3.5427,3.0371,0,1,4.5,2.1,4.2,2.6,3.9831000000000003,3.1052
